,Price,Load_DA_Forecast,Renewables_DA_Forecast
2016-04-23 01:00:00,22.45,41481.69,7525.4425
2016-04-23 02:00:00,21.47,40118.2975,6047.2074999999995
2016-04-23 03:00:00,20.99,40180.2675,6166.6025
2016-04-23 04:00:00,20.99,40630895,6151015
2016-04-23 05:00:00,20.9,41311.4525,6129.1375
2016-04-23 06:00:00,21.05,42556.0125,6267.6050000000005
2016-04-23 07:00:00,21.48,45929.74,7468.2125
2016-04-23 08:00:00,23.62,50147075,9859.8275
2016-04-23 09:00:00,27.29,53248.99,13359.87
2016-04-23 10:00:00,26.91,55299.9275,16259295
2016-04-23 11:00:00,25.76,56344835,18416.917500000003
2016-04-23 12:00:00,23.4,55430185,19802.519999999997
2016-04-23 13:00:00,21.36,54111.3925,20258605
2016-04-23 14:00:00,20.42,52101.7025,20247825
2016-04-23 15:00:00,18.29,51264.3175,19972.987500000003
2016-04-23 16:00:00,16.27,51001.2175,19216035
2016-04-23 17:00:00,19.13,51090.0925,17532.72
2016-04-23 18:00:00,21.07,51595.47,14947.682499999999
2016-04-23 19:00:00,22.46,51273.34,12397.712500000001
2016-04-23 20:00:00,25.0,49946.4675,10737.09
2016-04-23 21:00:00,27.19,48533.4575,10168.880000000001
2016-04-23 22:00:00,25.05,46747.1175,9878315
2016-04-23 23:00:00,22.1,42901.54,9958.737500000001
2016-04-24 00:00:00,18.21,39537.4,9904.355000000001
2016-04-24 01:00:00,15.07,37600.3525,10003.4025
2016-04-24 02:00:00,14.31,36554.1975,9226.3475
2016-04-24 03:00:00,12.59,36496.1125,8639.6075
2016-04-24 04:00:00,12.79,36818.8425,8177785
2016-04-24 05:00:00,13.62,37100.81,7698.785000000001
2016-04-24 06:00:00,12.76,37233.26,7915.8925
2016-04-24 07:00:00,12.2,39439.7,10401765
2016-04-24 08:00:00,13.75,42940655,14788.03
2016-04-24 09:00:00,12.57,46300.72,19416.3975
2016-04-24 10:00:00,12.54,48360.1425,23016.5
2016-04-24 11:00:00,13.79,50202.81,25137.3175
2016-04-24 12:00:00,14.19,49897.3875,25903.925000000003
2016-04-24 13:00:00,11.88,48087.6275,25678.607500000002
2016-04-24 14:00:00,9.44,46648.3375,24686.11
2016-04-24 15:00:00,9.5,46581.41,22895.3625
2016-04-24 16:00:00,8.47,46185.46,20278855
2016-04-24 17:00:00,13.04,47268.7775,16436.36
2016-04-24 18:00:00,20.28,48526.07,11896.919999999998
2016-04-24 19:00:00,21.96,49318.86,8348.5425
2016-04-24 20:00:00,23.94,48971.55,6604.46
2016-04-24 21:00:00,24.37,48105.7475,6346555
2016-04-24 22:00:00,27.87,47315.9325,6393.3025
2016-04-24 23:00:00,24.04,43237.5775,6507.110000000001
2016-04-25 00:00:00,22.56,40488.8025,6466805
2016-04-25 01:00:00,21.46,38965.3125,6498.967500000001
2016-04-25 02:00:00,20.82,38437.1175,5929.5175
2016-04-25 03:00:00,20.23,38979.8225,6127.6775
2016-04-25 04:00:00,20.26,40802485,6273.047500000001
2016-04-25 05:00:00,21.1,45002.28,6570145
2016-04-25 06:00:00,29.02,53151805,7390.889999999999
2016-04-25 07:00:00,32.97,59081865,10194.529999999999
2016-04-25 08:00:00,34.48,62106.81,14763005
2016-04-25 09:00:00,30.03,63159.2425,19727.5775
2016-04-25 10:00:00,28.95,64163.3825,24231.82
2016-04-25 11:00:00,27.94,65351.79,27041.344999999998
2016-04-25 12:00:00,28.31,63838.5775,27913.047500000004
2016-04-25 13:00:00,27.37,63620055,27755835
2016-04-25 14:00:00,24.39,62239.28,26904.3875
2016-04-25 15:00:00,23.75,61805.97,25040005
2016-04-25 16:00:00,23.78,60041.08,22237.2675
2016-04-25 17:00:00,25.95,59965.6225,18418.54
2016-04-25 18:00:00,28.41,59507685,14391.0075
2016-04-25 19:00:00,31.19,59066845,11564465
2016-04-25 20:00:00,31.46,57766.92,10746485
2016-04-25 21:00:00,30.15,55909.8075,11345.6925
2016-04-25 22:00:00,28.14,51532.45,12046.02
2016-04-25 23:00:00,22.97,47278.74,12582.11
2016-04-26 00:00:00,21.81,44876.0675,13470.789999999999
2016-04-26 01:00:00,20.9,42866.8375,13096.9525
2016-04-26 02:00:00,20.96,42213395,12478465
2016-04-26 03:00:00,20.62,42869705,11587.3325
2016-04-26 04:00:00,21.07,44243.4325,10706575
2016-04-26 05:00:00,22.73,47642.1325,10037.4975
2016-04-26 06:00:00,29.91,54687.4325,10146.9875
2016-04-26 07:00:00,34.07,58410.8525,11837.144999999999
2016-04-26 08:00:00,35.14,59967815,14671.44
2016-04-26 09:00:00,32.7,61031.82,17472.71
2016-04-26 10:00:00,30.36,62186.46,20391.5575
2016-04-26 11:00:00,29.78,63599.2325,23179615
2016-04-26 12:00:00,26.95,62489.71,25467.2675
2016-04-26 13:00:00,25.65,61219.3,26720.1175
2016-04-26 14:00:00,25.29,60176.65,26911.377500000002
2016-04-26 15:00:00,25.23,59528.5075,25782.684999999998
2016-04-26 16:00:00,24.73,58807.8025,23278.44
2016-04-26 17:00:00,25.29,58368.6875,19528.0975
2016-04-26 18:00:00,28.92,58170.9925,15385.3275
2016-04-26 19:00:00,31.11,57734.27,12148.362500000001
2016-04-26 20:00:00,31.61,56376.6,10873.2325
2016-04-26 21:00:00,31.07,54519905,11091.2625
2016-04-26 22:00:00,27.98,51079925,11594.0975
2016-04-26 23:00:00,23.99,46329.0925,11920.03
2016-04-27 00:00:00,23.01,44180.6975,12076.0975
2016-04-27 01:00:00,22.42,42332305,12352.474999999999
2016-04-27 02:00:00,22.53,41664.91,12709.0925
2016-04-27 03:00:00,22.04,42211.7425,13073625
2016-04-27 04:00:00,22.17,43668.6625,13251.54
2016-04-27 05:00:00,23.77,46742.9425,13242.9375
2016-04-27 06:00:00,28.6,53105.1,13484.3825
2016-04-27 07:00:00,31.47,59127985,15656.64
2016-04-27 08:00:00,30.27,62856.6375,19362.302499999998
2016-04-27 09:00:00,28.85,63698.9875,23609.154999999995
2016-04-27 10:00:00,25.65,65158.15,27222.18
2016-04-27 11:00:00,24.91,66232.2025,29672285
2016-04-27 12:00:00,24.21,65461.7025,30969.8425
2016-04-27 13:00:00,24.14,64562.8425,31260.2575
2016-04-27 14:00:00,23.56,63075.8075,30883.9375
2016-04-27 15:00:00,23.42,62446845,29753.344999999998
2016-04-27 16:00:00,23.53,61258075,27438715
2016-04-27 17:00:00,24.03,60479.1775,23533.864999999998
2016-04-27 18:00:00,28.95,60453375,18711.8925
2016-04-27 19:00:00,30.27,60049.8575,14679575
2016-04-27 20:00:00,33.0,58467.5725,12633.597499999998
2016-04-27 21:00:00,31.95,56481875,12325.8125
2016-04-27 22:00:00,27.93,53238.32,12530.3175
2016-04-27 23:00:00,25.51,48393285,12553.177500000002
2016-04-28 00:00:00,23.0,45740.69,12232.8325
2016-04-28 01:00:00,23.46,43870.68,11812.519999999999
2016-04-28 02:00:00,24.55,42978.67,10736.5575
2016-04-28 03:00:00,23.28,43477115,10160.515000000001
2016-04-28 04:00:00,23.73,44529.0625,9736.5575
2016-04-28 05:00:00,25.59,47619.6875,9425.8475
2016-04-28 06:00:00,31.12,54178645,9590.144999999999
2016-04-28 07:00:00,37.99,59663495,11674.984999999999
2016-04-28 08:00:00,37.99,62483.6625,15491.182499999999
2016-04-28 09:00:00,34.1,63731.1125,19607.177499999998
2016-04-28 10:00:00,29.93,65059.8475,23289.1925
2016-04-28 11:00:00,29.39,65947.5575,25863305
2016-04-28 12:00:00,26.16,64943.4375,27296.6375
2016-04-28 13:00:00,24.98,64166.01,27240.44
2016-04-28 14:00:00,27.39,62788.7825,26022.0075
2016-04-28 15:00:00,26.96,62021.3225,23541.9725
2016-04-28 16:00:00,26.5,60842.53,19875.9025
2016-04-28 17:00:00,30.0,60463.94,14846.56
2016-04-28 18:00:00,34.79,60083.9825,9263.53
2016-04-28 19:00:00,38.43,59821.59,4886.2475
2016-04-28 20:00:00,35.75,58148725,2905.3025
2016-04-28 21:00:00,37.19,56244.0175,3045.1625000000004
2016-04-28 22:00:00,34.92,53186.2775,3631.5325000000003
2016-04-28 23:00:00,30.3,48584.2925,4385.8949999999995
2016-04-29 00:00:00,26.41,45617025,5742385
2016-04-29 01:00:00,25.01,43663.4675,7087.092500000001
2016-04-29 02:00:00,23.99,42840.64,8550.8425
2016-04-29 03:00:00,22.46,43158415,9819625
2016-04-29 04:00:00,22.35,44309.1325,10985.15
2016-04-29 05:00:00,23.47,47251.0075,12055.6625
2016-04-29 06:00:00,26.8,53742715,13711.619999999999
2016-04-29 07:00:00,30.68,59136075,17488.62
2016-04-29 08:00:00,28.51,62410.2475,22917.302499999998
2016-04-29 09:00:00,22.39,63482255,29096.987500000003
2016-04-29 10:00:00,20.69,64711345,34158.149999999994
2016-04-29 11:00:00,20.05,65512.4275,36926.3375
2016-04-29 12:00:00,19.09,64764.3675,37134.7025
2016-04-29 13:00:00,20.14,63172.0375,35780.2125
2016-04-29 14:00:00,20.86,61889.91,33111.325000000004
2016-04-29 15:00:00,22.01,60647.0925,29382.337499999998
2016-04-29 16:00:00,22.59,59597.0875,25050.590000000004
2016-04-29 17:00:00,26.01,59331.07,19870.497499999998
2016-04-29 18:00:00,30.82,59223.33,14484.9525
2016-04-29 19:00:00,34.83,58595.2575,10289.09
2016-04-29 20:00:00,35.18,56815.8025,8883295
2016-04-29 21:00:00,33.08,55050.4325,9171.6425
2016-04-29 22:00:00,30.93,52391.3925,9637.55
2016-04-29 23:00:00,27.35,47844675,9741.9175
2016-04-30 00:00:00,24.17,43079395,10309.62
2016-04-30 01:00:00,24.25,40871505,9924115
2016-04-30 02:00:00,24.54,39661595,10285.77
2016-04-30 03:00:00,25.04,39722565,9666.474999999999
2016-04-30 04:00:00,24.0,40065.64,8903.802500000002
2016-04-30 05:00:00,24.0,40557985,8192.037499999999
2016-04-30 06:00:00,24.22,41650955,8029.75
2016-04-30 07:00:00,25.45,44938.3225,9608.0625
2016-04-30 08:00:00,26.81,48744795,12169.11
2016-04-30 09:00:00,28.69,51847315,15321.2075
2016-04-30 10:00:00,25.7,53566.5325,18071.774999999998
2016-04-30 11:00:00,24.05,54688695,19988.594999999998
2016-04-30 12:00:00,22.44,53702.6225,20927.405000000002
2016-04-30 13:00:00,22.01,51906755,20548.3525
2016-04-30 14:00:00,21.48,50364.31,19129.6075
2016-04-30 15:00:00,21.17,49821.69,16762.7225
2016-04-30 16:00:00,21.54,49704.9625,13488.640000000001
2016-04-30 17:00:00,22.34,49988.8175,10037.029999999999
2016-04-30 18:00:00,25.02,50680.7675,7417.2925
2016-04-30 19:00:00,25.51,50364.5225,6296.057500000001
2016-04-30 20:00:00,25.61,48777.9975,6605.275000000001
2016-04-30 21:00:00,28.53,47543.9575,7567.93
2016-04-30 22:00:00,27.92,46186.8675,8367.4475
2016-04-30 23:00:00,24.03,42422.0175,8727.0425
2016-05-01 00:00:00,20.1,38543.13,9220.9025
2016-05-01 01:00:00,19.81,36527.9725,9111945
2016-05-01 02:00:00,18.72,35594.39,9153085
2016-05-01 03:00:00,17.03,35548.2775,9272.002499999999
2016-05-01 04:00:00,17.17,35981.8925,9236.85
2016-05-01 05:00:00,17.92,36380.4825,9043.85
2016-05-01 06:00:00,17.64,35970.9825,9212875
2016-05-01 07:00:00,17.04,38277.3325,11001.9775
2016-05-01 08:00:00,16.82,42173.2875,13874765
2016-05-01 09:00:00,17.42,45438.3075,17186.0475
2016-05-01 10:00:00,16.77,47992.96,20063.625000000004
2016-05-01 11:00:00,16.97,50074.5725,22094.800000000003
2016-05-01 12:00:00,15.16,48868.2625,23171.507499999996
2016-05-01 13:00:00,13.73,46865.7775,22912.3425
2016-05-01 14:00:00,14.29,45386745,21631.8725
2016-05-01 15:00:00,13.54,44780.22,19529.5525
2016-05-01 16:00:00,14.25,44806.9125,16889.7425
2016-05-01 17:00:00,16.21,45495.1825,13494.7675
2016-05-01 18:00:00,21.35,46830.11,9902.9475
2016-05-01 19:00:00,23.57,47112.3675,7055.0175
2016-05-01 20:00:00,25.08,47015575,5668.31
2016-05-01 21:00:00,25.74,46763275,5529.6475
2016-05-01 22:00:00,26.35,45843.8175,5457135
2016-05-01 23:00:00,24.48,42135.2975,5114295
2016-05-02 00:00:00,21.45,40138.4425,4980.402499999999
2016-05-02 01:00:00,20.23,38581.2675,4435.5125
2016-05-02 02:00:00,20.03,38050.5725,4200115
2016-05-02 03:00:00,19.94,38464.27,3771.3725000000004
2016-05-02 04:00:00,20.08,40298.8675,3403.3199999999997
2016-05-02 05:00:00,23.47,44356.2775,3137.7
2016-05-02 06:00:00,31.12,52359.7075,3775.8374999999996
2016-05-02 07:00:00,35.53,58452.1625,6792.2375
2016-05-02 08:00:00,34.96,61632.53,11813.8125
2016-05-02 09:00:00,31.35,62313995,17255.5725
2016-05-02 10:00:00,28.29,63798.4125,21647855
2016-05-02 11:00:00,26.91,65206.59,24358585
2016-05-02 12:00:00,25.29,63482395,25619.8275
2016-05-02 13:00:00,25.07,63184.2875,25491.302499999998
2016-05-02 14:00:00,25.02,61631.5275,23892.315000000002
2016-05-02 15:00:00,25.53,60789.63,21041.092500000002
2016-05-02 16:00:00,26.94,58924.62,17451.9125
2016-05-02 17:00:00,29.06,59035.25,13013205
2016-05-02 18:00:00,33.0,59057.41,8423.0825
2016-05-02 19:00:00,35.79,58500.4275,5058.32
2016-05-02 20:00:00,35.76,56689.49,4007.0074999999997
2016-05-02 21:00:00,34.08,54893.7575,5072.9625
2016-05-02 22:00:00,31.93,51011.22,6273.7225
2016-05-02 23:00:00,27.05,47251225,6670.4825
2016-05-03 00:00:00,23.91,43735.69,6589.3075
2016-05-03 01:00:00,22.32,41810.48,6597.8875
2016-05-03 02:00:00,21.84,40970.6225,5927.139999999999
2016-05-03 03:00:00,21.37,41348.0725,5469.0425
2016-05-03 04:00:00,21.85,42577.9725,5117.2325
2016-05-03 05:00:00,23.26,45862.34,4924.22
2016-05-03 06:00:00,30.39,53307.0175,5589.4125
2016-05-03 07:00:00,33.9,59187.7625,8064.597500000001
2016-05-03 08:00:00,36.48,62429.5175,11389.83
2016-05-03 09:00:00,35.95,63108.4975,15166.9275
2016-05-03 10:00:00,35.58,64727.6625,18392.7675
2016-05-03 11:00:00,34.9,65921.12,20624375
2016-05-03 12:00:00,31.55,65163.0925,22201665
2016-05-03 13:00:00,26.59,63930.6475,22892.5275
2016-05-03 14:00:00,24.9,62497.0325,23313.86
2016-05-03 15:00:00,24.1,61751.0025,23213.402500000004
2016-05-03 16:00:00,23.91,60644615,22157.824999999997
2016-05-03 17:00:00,25.17,59997.2375,19912835
2016-05-03 18:00:00,28.51,59709.25,16634.5925
2016-05-03 19:00:00,31.69,59417.04,13227.997500000001
2016-05-03 20:00:00,32.1,57504.98,10882.1925
2016-05-03 21:00:00,32.8,55387.35,9953355
2016-05-03 22:00:00,30.92,52147795,9366.2075
2016-05-03 23:00:00,24.59,47508.5125,8947.122500000001
2016-05-04 00:00:00,22.94,43660725,8563.7175
2016-05-04 01:00:00,21.98,41739.48,8205.0675
2016-05-04 02:00:00,21.95,40882.2025,7810.3625
2016-05-04 03:00:00,21.69,41199.2775,7305.2474999999995
2016-05-04 04:00:00,22.14,42432.8575,6697.4125
2016-05-04 05:00:00,23.59,45397.71,6182545
2016-05-04 06:00:00,31.47,51986.64,6548555
2016-05-04 07:00:00,35.05,57033.6425,9104.57
2016-05-04 08:00:00,35.97,60191.0575,13313.03
2016-05-04 09:00:00,32.46,60946.6425,17886.7575
2016-05-04 10:00:00,28.51,62196195,21864625
2016-05-04 11:00:00,27.14,63083.8525,24777.0425
2016-05-04 12:00:00,25.43,62118.8975,26223.572500000002
2016-05-04 13:00:00,24.37,61041.76,26302.43
2016-05-04 14:00:00,24.01,59557.29,25132.434999999998
2016-05-04 15:00:00,23.64,58810415,22456.6675
2016-05-04 16:00:00,23.88,57432.1,18472715
2016-05-04 17:00:00,25.1,57052.7575,13349.432499999999
2016-05-04 18:00:00,28.96,57192345,7935.900000000001
2016-05-04 19:00:00,31.73,56888.0875,3946.1925
2016-05-04 20:00:00,32.0,55043.5625,2325.7775
2016-05-04 21:00:00,32.9,53687535,2645.2775
2016-05-04 22:00:00,31.93,50668.0875,3266435
2016-05-04 23:00:00,27.8,46220435,3738.87
2016-05-05 00:00:00,23.69,41099.0775,4034535
2016-05-05 01:00:00,21.86,38915.8275,4241.9525
2016-05-05 02:00:00,21.26,37720.2725,4691.94
2016-05-05 03:00:00,20.26,37503.1825,4791.4875
2016-05-05 04:00:00,19.79,37705.0175,4799.2825
2016-05-05 05:00:00,19.79,37497.2,4763.08
2016-05-05 06:00:00,19.95,37514.44,5657.42
2016-05-05 07:00:00,20.07,40013.9025,8964.6625
2016-05-05 08:00:00,20.0,43767.7825,13815.3125
2016-05-05 09:00:00,19.57,46562125,19204.1225
2016-05-05 10:00:00,19.01,48438675,23743.359999999997
2016-05-05 11:00:00,17.76,50185.1925,26899.9775
2016-05-05 12:00:00,16.97,49323.32,28596.5475
2016-05-05 13:00:00,13.42,47051.44,28908.412500000002
2016-05-05 14:00:00,10.85,45630705,27771.585000000003
2016-05-05 15:00:00,10.49,44725.7675,25154.5575
2016-05-05 16:00:00,13.06,44696.2975,21554.37
2016-05-05 17:00:00,17.77,45454.4075,16905745
2016-05-05 18:00:00,20.67,46756.9025,11852.022500000001
2016-05-05 19:00:00,24.2,47181.1425,8150395
2016-05-05 20:00:00,24.08,46574115,7125.884999999999
2016-05-05 21:00:00,24.87,46362.4375,8495.57
2016-05-05 22:00:00,25.79,45436885,10133385
2016-05-05 23:00:00,21.62,41858.3375,11139485
2016-05-06 00:00:00,20.73,40153.0125,10762.92
2016-05-06 01:00:00,19.08,38530.65,10658.7825
2016-05-06 02:00:00,18.46,37740.56,11576.08
2016-05-06 03:00:00,17.87,37950.13,10844.3775
2016-05-06 04:00:00,19.11,39109.5425,10180.4175
2016-05-06 05:00:00,20.0,41877.3275,9706.0725
2016-05-06 06:00:00,24.44,47496.3425,10311.9625
2016-05-06 07:00:00,30.33,52762995,13025.592499999999
2016-05-06 08:00:00,30.99,56274.4825,17472.8975
2016-05-06 09:00:00,29.98,57169.66,22945.2825
2016-05-06 10:00:00,24.28,58590.1675,28106.82
2016-05-06 11:00:00,22.58,59292435,32187.149999999998
2016-05-06 12:00:00,19.66,58610825,34927415
2016-05-06 13:00:00,14.24,56898.3975,36140.659999999996
2016-05-06 14:00:00,11.92,55507.25,35733.049999999996
2016-05-06 15:00:00,14.96,54729.2975,33355.0375
2016-05-06 16:00:00,17.93,53948.15,29315.607500000002
2016-05-06 17:00:00,21.85,54059.1225,23569.162500000002
2016-05-06 18:00:00,27.99,54298.3625,16911.21
2016-05-06 19:00:00,30.94,54063.4225,12557.634999999998
2016-05-06 20:00:00,28.8,52310.5525,11745.2925
2016-05-06 21:00:00,27.86,50574.7525,12919.59
2016-05-06 22:00:00,25.43,48229.29,14011.9525
2016-05-06 23:00:00,21.42,44276.7275,14316.9275
2016-05-07 00:00:00,19.73,42825075,13833955
2016-05-07 01:00:00,16.9,40785.1825,13313.8425
2016-05-07 02:00:00,14.95,39611585,13322315
2016-05-07 03:00:00,14.64,39665.1575,12717285
2016-05-07 04:00:00,14.96,40144315,12120.9625
2016-05-07 05:00:00,15.2,40979655,11551.182499999999
2016-05-07 06:00:00,16.27,43197595,12061.8925
2016-05-07 07:00:00,19.32,46768.26,14967.024999999998
2016-05-07 08:00:00,19.94,50243355,19687495
2016-05-07 09:00:00,19.41,52653.73,24885875
2016-05-07 10:00:00,13.1,54366.84,29789.339999999997
2016-05-07 11:00:00,10.54,55573.8325,33778.0725
2016-05-07 12:00:00,6.12,54206.4375,37072.11
2016-05-07 13:00:00,5.32,52083.6325,38665.22
2016-05-07 14:00:00,3.05,50809.65,37911.39
2016-05-07 15:00:00,3.84,50109165,35229.2575
2016-05-07 16:00:00,8.67,49796.28,30889.517499999998
2016-05-07 17:00:00,13.49,49761.3525,25237.5375
2016-05-07 18:00:00,19.92,50110875,19160.0775
2016-05-07 19:00:00,21.43,49634.5775,14904.8275
2016-05-07 20:00:00,19.93,48086.6925,13715.122500000001
2016-05-07 21:00:00,19.81,47292.6175,14699.01
2016-05-07 22:00:00,19.72,45767145,15487.9425
2016-05-07 23:00:00,18.22,42189.76,15654715
2016-05-08 00:00:00,14.2,38755625,15742.560000000001
2016-05-08 01:00:00,10.01,36815195,15043605
2016-05-08 02:00:00,7.98,35866695,15046.9925
2016-05-08 03:00:00,5.07,35923.3675,14508.0075
2016-05-08 04:00:00,4.0,36352475,13937.5
2016-05-08 05:00:00,3.0,36754.6075,13477575
2016-05-08 06:00:00,2.91,37671.37,13938.150000000001
2016-05-08 07:00:00,2.79,40804.89,16763.932500000003
2016-05-08 08:00:00,4.0,44613.99,22221.119999999995
2016-05-08 09:00:00,2.35,47603.69,28800.1175
2016-05-08 10:00:00,-1.63,49454.3425,35169.707500000004
2016-05-08 11:00:00,-7.09,51365.0325,40294805
2016-05-08 12:00:00,-76.09,50445.5975,43602.25
2016-05-08 13:00:00,-100.06,48364.8575,44834015
2016-05-08 14:00:00,-130.09,47111.31,43856.097499999996
2016-05-08 15:00:00,-82.06,46382.68,40780.62
2016-05-08 16:00:00,-76.0,46059.7275,36079325
2016-05-08 17:00:00,-0.6,46156.19,30067.8075
2016-05-08 18:00:00,10.4,47330.03,23442.809999999998
2016-05-08 19:00:00,19.35,48007.87,18257.78
2016-05-08 20:00:00,19.4,47253.3675,16182.894999999999
2016-05-08 21:00:00,20.02,46967615,16133.907500000001
2016-05-08 22:00:00,20.12,45970005,16497.9175
2016-05-08 23:00:00,18.66,42106055,16277.1525
2016-05-09 00:00:00,14.28,39118125,15970.4875
2016-05-09 01:00:00,12.68,37658.98,15255395
2016-05-09 02:00:00,12.09,36915.2925,14880685
2016-05-09 03:00:00,9.57,37236.7875,14394.269999999999
2016-05-09 04:00:00,11.0,38653.87,13934.7025
2016-05-09 05:00:00,14.18,41762.2525,13463.3075
2016-05-09 06:00:00,28.57,48795.1075,14000.287499999999
2016-05-09 07:00:00,32.95,54221.1625,16793.2875
2016-05-09 08:00:00,34.69,57274.2975,21782.53
2016-05-09 09:00:00,31.24,58008.5175,28200.18
2016-05-09 10:00:00,24.23,59084685,34154.8575
2016-05-09 11:00:00,22.15,60239125,38596.3725
2016-05-09 12:00:00,17.08,59107.4525,41216.4825
2016-05-09 13:00:00,12.01,58516.3125,41923945
2016-05-09 14:00:00,10.85,57138.1175,40532.82
2016-05-09 15:00:00,18.63,56265575,37255.97
2016-05-09 16:00:00,21.0,54524.8125,32621.7025
2016-05-09 17:00:00,23.71,54807605,26820585
2016-05-09 18:00:00,27.12,54766.59,20585.7125
2016-05-09 19:00:00,31.46,54610645,15595.23
2016-05-09 20:00:00,31.28,53219.9725,13673.717499999999
2016-05-09 21:00:00,30.0,52197435,13859515
2016-05-09 22:00:00,24.92,48691395,14208.9475
2016-05-09 23:00:00,21.83,44690.7425,14237.1025
2016-05-10 00:00:00,22.55,42216.2225,13795.9525
2016-05-10 01:00:00,21.09,40495.8725,13241.580000000002
2016-05-10 02:00:00,19.61,39593.85,12869.942500000001
2016-05-10 03:00:00,19.33,39960.9925,12522.9675
2016-05-10 04:00:00,19.87,41309.1025,12021445
2016-05-10 05:00:00,21.56,44240.6225,11588.1225
2016-05-10 06:00:00,28.5,51348.3175,12011935
2016-05-10 07:00:00,31.87,56474.9425,14284.182499999999
2016-05-10 08:00:00,36.66,59492.49,17954.2575
2016-05-10 09:00:00,34.61,60074975,22313.4725
2016-05-10 10:00:00,29.96,61342925,26354.692499999997
2016-05-10 11:00:00,25.54,62363.7375,29051.18
2016-05-10 12:00:00,23.46,61889365,30095.524999999998
2016-05-10 13:00:00,23.34,60832.4775,29599.49
2016-05-10 14:00:00,23.41,59493.8525,28000305
2016-05-10 15:00:00,27.6,58546.9925,25458.512499999997
2016-05-10 16:00:00,28.21,57363.7275,22129.732500000002
2016-05-10 17:00:00,30.69,57083635,18343.0575
2016-05-10 18:00:00,31.93,56963.14,14493375
2016-05-10 19:00:00,32.5,56528.1125,11489.5175
2016-05-10 20:00:00,32.25,54472.2275,10737.522500000001
2016-05-10 21:00:00,31.99,53126065,11204.8
2016-05-10 22:00:00,29.96,50077.51,11664.34
2016-05-10 23:00:00,22.34,45560455,11711.0425
2016-05-11 00:00:00,22.4,43606.9625,11572.07
2016-05-11 01:00:00,20.54,41765.3325,11014.73
2016-05-11 02:00:00,19.92,40947035,10257.99
2016-05-11 03:00:00,19.11,41459.9475,9897675
2016-05-11 04:00:00,19.87,42914.5325,9540.0225
2016-05-11 05:00:00,21.84,45933.82,9264825
2016-05-11 06:00:00,28.96,52788.35,10020.327500000001
2016-05-11 07:00:00,35.27,58511.74,12743.9675
2016-05-11 08:00:00,39.6,61214.67,17337.0975
2016-05-11 09:00:00,34.94,61814755,23139.6875
2016-05-11 10:00:00,29.41,62991.22,28114.39
2016-05-11 11:00:00,24.58,64145.2275,31986.0075
2016-05-11 12:00:00,22.19,63540.4225,34726.8175
2016-05-11 13:00:00,20.87,62680535,35342.35
2016-05-11 14:00:00,20.74,61487.81,34147.7525
2016-05-11 15:00:00,21.73,60832.2725,31339.27
2016-05-11 16:00:00,22.54,59337.1175,27976.682500000003
2016-05-11 17:00:00,23.36,58591.18,24102.5275
2016-05-11 18:00:00,25.87,57962.58,19764.0825
2016-05-11 19:00:00,31.32,57672.99,16334965
2016-05-11 20:00:00,29.94,55435.6475,15711.419999999998
2016-05-11 21:00:00,25.09,53819.9325,16427.6475
2016-05-11 22:00:00,22.23,50600.47,17003125
2016-05-11 23:00:00,19.44,45831.35,17141.35
2016-05-12 00:00:00,19.5,42908.7425,16371.994999999999
2016-05-12 01:00:00,17.81,41189.5875,16187075
2016-05-12 02:00:00,14.67,40278.6475,15755.2
2016-05-12 03:00:00,14.0,40795.67,15448785
2016-05-12 04:00:00,13.02,42052.37,15045.43
2016-05-12 05:00:00,18.08,45341655,14688.832499999999
2016-05-12 06:00:00,24.08,52899.5525,15106.0225
2016-05-12 07:00:00,30.93,58620.9275,17204.96
2016-05-12 08:00:00,34.05,62168.7525,20397.629999999997
2016-05-12 09:00:00,30.96,63057.1375,24115.8675
2016-05-12 10:00:00,28.93,64477.6275,27319.510000000002
2016-05-12 11:00:00,26.95,65662965,29464.2875
2016-05-12 12:00:00,25.24,65148115,30718165
2016-05-12 13:00:00,24.15,64001.0125,30830565
2016-05-12 14:00:00,24.75,62793.6725,29644.8775
2016-05-12 15:00:00,25.07,61188425,27474.192499999997
2016-05-12 16:00:00,25.14,59653.3075,24593.0875
2016-05-12 17:00:00,27.47,59603805,20989.917500000003
2016-05-12 18:00:00,29.79,59325.7275,17221795
2016-05-12 19:00:00,32.91,58979.3225,13796.232500000002
2016-05-12 20:00:00,32.85,56469.1725,11813.015000000001
2016-05-12 21:00:00,31.84,54369415,11432.2325
2016-05-12 22:00:00,29.98,51161.9725,10942.557499999999
2016-05-12 23:00:00,25.14,46538.0575,10117.797499999999
2016-05-13 00:00:00,23.07,43547.5875,9239.9925
2016-05-13 01:00:00,21.41,41673.55,8478.76
2016-05-13 02:00:00,21.04,40832.7425,8209225
2016-05-13 03:00:00,20.55,41199.5425,7490.709999999999
2016-05-13 04:00:00,21.13,42397.3175,6866.9425
2016-05-13 05:00:00,23.0,45239375,6317.9775
2016-05-13 06:00:00,28.07,51968.0425,6518.1375
2016-05-13 07:00:00,36.14,58098835,8025.6925
2016-05-13 08:00:00,40.21,61130.3075,10461.8325
2016-05-13 09:00:00,38.23,61729965,13751.9
2016-05-13 10:00:00,35.37,62920.42,16859.800000000003
2016-05-13 11:00:00,35.45,63887.9475,19496.9825
2016-05-13 12:00:00,30.94,63259525,21621.662500000002
