,Price,Exogenous 1,Exogenous 2
2015-02-17 01:00:00,29.27,48115.8225,5300.99725
2015-02-17 02:00:00,29.79,47210.8925,4810701.0
2015-02-17 03:00:00,30.07,47798.46,4325404.0
2015-02-17 04:00:00,30.03,48975935.0,3950487.0
2015-02-17 05:00:00,31.08,51579.4025,3624.21925
2015-02-17 06:00:00,44.0,58889925.0,3251.16025
2015-02-17 07:00:00,55.03,64676935.0,3119.31
2015-02-17 08:00:00,55.55,67013.9875,4491.3355
2015-02-17 09:00:00,49.98,67623785.0,6792615.0
2015-02-17 10:00:00,47.91,68541.6275,8764.72825
2015-02-17 11:00:00,45.53,69363.7475,10088.13025
2015-02-17 12:00:00,43.31,68815.1175,10647.77125
2015-02-17 13:00:00,43.32,68112.6425,10132.8625
2015-02-17 14:00:00,43.51,65806.03,8373.86525
2015-02-17 15:00:00,44.54,65792.61,6086.96675
2015-02-17 16:00:00,44.92,64556.0325,3775742.0
2015-02-17 17:00:00,49.6,66064.92,2713.01575
2015-02-17 18:00:00,62.51,68790.0075,2923.92975
2015-02-17 19:00:00,56.92,68509945.0,3067.02375
2015-02-17 20:00:00,49.94,64166.4325,3007.7975
2015-02-17 21:00:00,42.72,60663.47,3057315.0
2015-02-17 22:00:00,40.08,56944.4625,3105.5375
2015-02-17 23:00:00,31.97,53323.29,3219.7125
2015-02-18 00:00:00,30.3,49778.4475,3432.5515
2015-02-18 01:00:00,30.09,48157.9275,3856.65
2015-02-18 02:00:00,30.03,47029.3175,3845882.0
2015-02-18 03:00:00,29.75,47466855.0,3915.63
2015-02-18 04:00:00,31.03,48855.1575,4091.01375
2015-02-18 05:00:00,33.58,51742.7825,4424654.0
2015-02-18 06:00:00,47.91,58644.3625,4885191.0
2015-02-18 07:00:00,54.62,63933.6225,5321.27875
2015-02-18 08:00:00,57.8,66396.2325,6464.92575
2015-02-18 09:00:00,53.94,66887.6675,8643.04625
2015-02-18 10:00:00,54.02,67917945.0,11235929.0
2015-02-18 11:00:00,50.44,68838855.0,13402.2175
2015-02-18 12:00:00,47.0,67938345.0,14615.362
2015-02-18 13:00:00,42.98,67302575.0,14602.994749999998
2015-02-18 14:00:00,42.92,65954.9825,13290465.0
2015-02-18 15:00:00,43.99,64934285.0,10748514.0
2015-02-18 16:00:00,44.71,64042.0525,7862.85525
2015-02-18 17:00:00,51.3,65474.45,6411.97325
2015-02-18 18:00:00,58.85,68178.7575,6876.29975
2015-02-18 19:00:00,56.68,67602.74,7573516.0
2015-02-18 20:00:00,44.94,63564705.0,8103.6175
2015-02-18 21:00:00,37.49,59965.18,8358.3
2015-02-18 22:00:00,32.27,57390.0025,8491415.0
2015-02-18 23:00:00,30.09,53536.0775,8618915.0
2015-02-19 00:00:00,30.9,50719.3625,9374.38825
2015-02-19 01:00:00,29.95,48828.88,9768.97875
2015-02-19 02:00:00,28.07,47812.2775,9612.96075
2015-02-19 03:00:00,28.55,48042495.0,9522.59
2015-02-19 04:00:00,29.93,49078.5825,9556.66575
2015-02-19 05:00:00,30.95,51577415.0,9665.7975
2015-02-19 06:00:00,36.93,58543.3,9704.29325
2015-02-19 07:00:00,47.93,64996515.0,9754.42
2015-02-19 08:00:00,50.45,67520.1,11269.37
2015-02-19 09:00:00,49.94,67830725.0,14155.31125
2015-02-19 10:00:00,47.07,68855.03,17075.90175
2015-02-19 11:00:00,43.96,69488.1325,19559.55575
2015-02-19 12:00:00,37.61,68715165.0,20978.29875
2015-02-19 13:00:00,36.69,67892.1225,20854.404
2015-02-19 14:00:00,36.28,66670.31,18875.71625
2015-02-19 15:00:00,40.9,65478195.0,15330.21875
2015-02-19 16:00:00,44.87,64396.88,11433.07025
2015-02-19 17:00:00,49.59,65682.23,9555.3995
2015-02-19 18:00:00,48.99,68608905.0,10248.2115
2015-02-19 19:00:00,40.03,68148735.0,11300766.0
2015-02-19 20:00:00,37.39,63786.2975,12046.9475
2015-02-19 21:00:00,31.01,60301.9275,12560.1425
2015-02-19 22:00:00,30.03,57929335.0,12867.34
2015-02-19 23:00:00,27.44,54120375.0,12935.5575
2015-02-20 00:00:00,25.5,51717.2875,12606429.0
2015-02-20 01:00:00,24.33,49504.66,12979935.0
2015-02-20 02:00:00,22.85,48655.6175,13196.66525
2015-02-20 03:00:00,23.2,48469.25,13549.32175
2015-02-20 04:00:00,23.48,50067.97,13771.02275
2015-02-20 05:00:00,25.2,52842.3975,14208.9665
2015-02-20 06:00:00,29.14,59604685.0,14738.6095
2015-02-20 07:00:00,31.42,65827925.0,15081.29325
2015-02-20 08:00:00,32.8,68033.9575,16906.1875
2015-02-20 09:00:00,31.12,68453.0,19965.5905
2015-02-20 10:00:00,30.06,69347.4075,22936.10925
2015-02-20 11:00:00,28.17,70318725.0,25072.49075
2015-02-20 12:00:00,26.66,69492.6925,25652.88275
2015-02-20 13:00:00,26.5,67959.8825,24378498.0
2015-02-20 14:00:00,27.17,66173.3575,21183.67325
2015-02-20 15:00:00,31.09,64923.7025,16966.4125
2015-02-20 16:00:00,32.17,63724.5075,12748.268499999998
2015-02-20 17:00:00,42.95,64793.61,10239.2095
2015-02-20 18:00:00,49.1,67635.3425,10183.1945
2015-02-20 19:00:00,44.61,66802.4275,10630.3635
2015-02-20 20:00:00,39.34,62955.4275,10998.9825
2015-02-20 21:00:00,31.08,59440.4025,11320.2175
2015-02-20 22:00:00,31.02,57499.22,11310.68
2015-02-20 23:00:00,29.69,53703.0925,11083.9025
2015-02-21 00:00:00,28.57,51254.9775,11383.27125
2015-02-21 01:00:00,25.51,49067.6025,11897.79975
2015-02-21 02:00:00,25.58,47750535.0,12250237.0
2015-02-21 03:00:00,24.94,47136375.0,12690.71375
2015-02-21 04:00:00,24.96,46321035.0,13002254.0
2015-02-21 05:00:00,24.88,46314.9875,13356388.0
2015-02-21 06:00:00,25.08,46845745.0,13740.85725
2015-02-21 07:00:00,25.69,49521.1375,14118845.0
2015-02-21 08:00:00,26.08,53061845.0,15228.25425
2015-02-21 09:00:00,27.03,56220515.0,17090.918250000002
2015-02-21 10:00:00,28.26,58105.34,18987.1115
2015-02-21 11:00:00,27.33,59089.1825,20885.87025
2015-02-21 12:00:00,26.17,57766735.0,22277.404
2015-02-21 13:00:00,25.98,56287.66,21932.96875
2015-02-21 14:00:00,25.97,54964235.0,19521.491
2015-02-21 15:00:00,29.44,53101.8475,16025.08525
2015-02-21 16:00:00,31.0,53644.64,12481.17875
2015-02-21 17:00:00,40.96,54782.1025,9606.25825
2015-02-21 18:00:00,49.15,58965.1175,8125.4755
2015-02-21 19:00:00,43.42,57953.7075,7411.91325
2015-02-21 20:00:00,38.62,53909.8,7069545.0
2015-02-21 21:00:00,37.47,51416.8025,6965.97
2015-02-21 22:00:00,34.2,51199365.0,6920.5925
2015-02-21 23:00:00,31.93,48043.0125,6708.4675
2015-02-22 00:00:00,36.86,43906765.0,5902924.0
2015-02-22 01:00:00,31.95,42682.61,5030.3175
2015-02-22 02:00:00,31.08,41378185.0,4730.3555
2015-02-22 03:00:00,31.1,41369125.0,4471.7255
2015-02-22 04:00:00,32.21,41611.1625,4271.14475
2015-02-22 05:00:00,31.04,41742.1825,4301.5735
2015-02-22 06:00:00,28.03,41476915.0,4469.05675
2015-02-22 07:00:00,29.01,43275.79,4860.135499999999
2015-02-22 08:00:00,35.01,46202.5075,6520622.0
2015-02-22 09:00:00,40.98,49528.5475,9403.96425
2015-02-22 10:00:00,41.9,51991.5225,12357.2405
2015-02-22 11:00:00,40.73,53937.7925,14627.56125
2015-02-22 12:00:00,36.33,53034085.0,15673.81
2015-02-22 13:00:00,29.62,51199.74,15506.87675
2015-02-22 14:00:00,26.9,49472.74,13968.2855
2015-02-22 15:00:00,25.05,48461635.0,11368.7305
2015-02-22 16:00:00,28.03,48320555.0,8345.10125
2015-02-22 17:00:00,39.94,51243.0875,6571.679249999999
2015-02-22 18:00:00,49.85,55437.2125,7250.50325
2015-02-22 19:00:00,44.1,55461.27,8753.26025
2015-02-22 20:00:00,31.09,52884.3675,10714005.0
2015-02-22 21:00:00,28.69,51296.7325,12761.3925
2015-02-22 22:00:00,30.01,51327.59,14542.6675
2015-02-22 23:00:00,25.08,48479.9675,16197.81
2015-02-23 00:00:00,18.62,46806.5775,17402.03975
2015-02-23 01:00:00,16.53,44945.8025,19194.50075
2015-02-23 02:00:00,14.09,44228.0125,20703337.0
2015-02-23 03:00:00,11.9,44520.45,21661.7575
2015-02-23 04:00:00,12.25,45989.6575,22247308.0
2015-02-23 05:00:00,18.18,49593525.0,22447.4665
2015-02-23 06:00:00,29.06,57006595.0,22258343.0
2015-02-23 07:00:00,32.19,62974.0175,21678.22675
2015-02-23 08:00:00,30.65,65424415.0,21313.33475
2015-02-23 09:00:00,35.01,65700.5525,20746034.0
2015-02-23 10:00:00,35.79,67317.0525,19863882.0
2015-02-23 11:00:00,38.58,68477.43,19036.61125
2015-02-23 12:00:00,39.94,67633.18,18050.85975
2015-02-23 13:00:00,40.84,66758.0425,16591.1155
2015-02-23 14:00:00,39.99,65972.4725,15121.3085
2015-02-23 15:00:00,40.98,65208.19,13672.4205
2015-02-23 16:00:00,40.66,64462.16,12005.12325
2015-02-23 17:00:00,42.56,65141.41,10933.8925
2015-02-23 18:00:00,53.0,68289095.0,11010.68825
2015-02-23 19:00:00,46.18,67612.6925,11387.96575
2015-02-23 20:00:00,37.32,63566.3725,11932.4525
2015-02-23 21:00:00,30.98,60215.1175,12656.1675
2015-02-23 22:00:00,30.08,57773.8925,13444.8375
2015-02-23 23:00:00,24.93,52209.1825,13875.18
2015-02-24 00:00:00,25.77,49779495.0,14014.1235
2015-02-24 01:00:00,25.08,48365.6775,13627.21725
2015-02-24 02:00:00,23.9,47698005.0,13973.83775
2015-02-24 03:00:00,24.0,47647.9625,14408.2095
2015-02-24 04:00:00,24.91,49549.1975,14951626.0
2015-02-24 05:00:00,24.98,52646.0925,15335541.0
2015-02-24 06:00:00,30.09,60352715.0,15593.79425
2015-02-24 07:00:00,40.94,63616565.0,15956.79025
2015-02-24 08:00:00,42.92,67463.9575,17529295.0
2015-02-24 09:00:00,37.87,68413835.0,20498.2645
2015-02-24 10:00:00,30.86,69540.4675,23735.16275
2015-02-24 11:00:00,30.05,70369.9875,26471.16425
2015-02-24 12:00:00,29.0,69948.61,27568.5975
2015-02-24 13:00:00,29.6,69335.27,26419.5385
2015-02-24 14:00:00,31.08,66081405.0,23335.1245
2015-02-24 15:00:00,40.59,66639.75,19097.348250000003
2015-02-24 16:00:00,42.31,65362.0575,14816.55925
2015-02-24 17:00:00,47.93,66587655.0,11896.12525
2015-02-24 18:00:00,54.95,68781.8775,11021.53
2015-02-24 19:00:00,52.91,67632.9525,10839356.0
2015-02-24 20:00:00,44.4,64115355.0,10752.96
2015-02-24 21:00:00,38.0,60618.95,10541.69
2015-02-24 22:00:00,31.05,56855.55,10176.6275
2015-02-24 23:00:00,28.19,53391.78,9590.04
2015-02-25 00:00:00,29.62,50433.1875,9406.97775
2015-02-25 01:00:00,30.04,48595.8875,9483.37825
2015-02-25 02:00:00,28.68,47641.3325,9069.80325
2015-02-25 03:00:00,29.45,48161985.0,8693.039499999999
2015-02-25 04:00:00,30.02,48955.8225,8411967.0
2015-02-25 05:00:00,30.01,52138.34,8105307.0
2015-02-25 06:00:00,42.97,58926565.0,7618.06575
2015-02-25 07:00:00,51.5,64770.86,7221874.0
2015-02-25 08:00:00,49.9,67309.81,8238.26325
2015-02-25 09:00:00,49.61,68161.89,10549.63575
2015-02-25 10:00:00,50.0,68899805.0,13041.889749999998
2015-02-25 11:00:00,51.66,70249.4025,14727.15875
2015-02-25 12:00:00,44.23,69405.1775,15208.6945
2015-02-25 13:00:00,43.9,68897635.0,14164.45725
2015-02-25 14:00:00,46.87,67722.9725,11949.84875
2015-02-25 15:00:00,46.96,66471355.0,8901.12925
2015-02-25 16:00:00,49.93,65316.09,5452.681500000001
2015-02-25 17:00:00,49.91,65936.2425,3147.59825
2015-02-25 18:00:00,68.34,68412.98,2779886.0
2015-02-25 19:00:00,62.16,67790.72,2923.6145
2015-02-25 20:00:00,52.25,63852.4775,2957.14775
2015-02-25 21:00:00,47.66,60579.3275,2919.5045
2015-02-25 22:00:00,42.4,58092.88,2807625.0
2015-02-25 23:00:00,34.54,53675.88,2690925.0
2015-02-26 00:00:00,30.9,50768.3325,2041983.0
2015-02-26 01:00:00,30.9,49090.8325,2281.851
2015-02-26 02:00:00,29.85,47838.0225,2351.97525
2015-02-26 03:00:00,29.03,47630445.0,2521014.0
2015-02-26 04:00:00,29.43,49130.59,2827.27
2015-02-26 05:00:00,30.82,52522.6025,3230.5772500000003
2015-02-26 06:00:00,47.38,59070.1125,3577.7285
2015-02-26 07:00:00,55.2,65069.8875,4643.876749999999
2015-02-26 08:00:00,55.64,67635.1875,8119.217750000001
2015-02-26 09:00:00,46.98,68649.8975,12716.46375
2015-02-26 10:00:00,39.95,69424.9025,17140409.0
2015-02-26 11:00:00,38.76,70506.4025,20695.023
2015-02-26 12:00:00,30.94,69425135.0,22621.35225
2015-02-26 13:00:00,30.98,67754645.0,22934.3855
2015-02-26 14:00:00,31.12,66648075.0,21401.6255
2015-02-26 15:00:00,35.94,66013.8575,18230.0375
2015-02-26 16:00:00,39.92,64904.4075,14412.7975
2015-02-26 17:00:00,44.88,65379.3275,12002.06125
2015-02-26 18:00:00,45.74,68321.02,12083.34425
2015-02-26 19:00:00,45.04,68035.62,12258.112249999998
2015-02-26 20:00:00,37.79,64007395.0,12206.316
2015-02-26 21:00:00,30.8,60840.9375,11858.93575
2015-02-26 22:00:00,30.1,58463.5175,10993.14175
2015-02-26 23:00:00,27.03,54493.1475,9931391.0
2015-02-27 00:00:00,26.72,49246235.0,9253986.0
2015-02-27 01:00:00,27.46,47489.45,9475.35525
2015-02-27 02:00:00,27.19,46887.2275,8466.86225
2015-02-27 03:00:00,27.92,47231.66,7544896.0
2015-02-27 04:00:00,28.02,48648.0175,6803448.0
2015-02-27 05:00:00,29.88,51707.9475,6577.53175
2015-02-27 06:00:00,41.91,58945.6275,6342.42675
2015-02-27 07:00:00,44.02,64493215.0,6588032.0
2015-02-27 08:00:00,43.07,66582.9825,8375.39875
2015-02-27 09:00:00,42.43,66779295.0,10795.3185
2015-02-27 10:00:00,39.92,67635475.0,13250.34575
2015-02-27 11:00:00,39.39,68297.74,14848.365000000002
2015-02-27 12:00:00,35.59,67681.84,14972.343
2015-02-27 13:00:00,35.72,65656.7675,14105.261
2015-02-27 14:00:00,34.93,64358.56,12412967.0
2015-02-27 15:00:00,40.68,62867.1175,9710.0745
2015-02-27 16:00:00,41.62,61878.9825,6884.15
2015-02-27 17:00:00,47.94,62790.9825,5005.7615000000005
2015-02-27 18:00:00,64.06,66142.3025,4571.0785
2015-02-27 19:00:00,57.82,65567.08,4564665.0
2015-02-27 20:00:00,47.19,62248.5375,4663925.0
2015-02-27 21:00:00,40.07,58192.78,4761.2475
2015-02-27 22:00:00,37.3,57527.57,4943.62
2015-02-27 23:00:00,31.88,54408.4275,5033.72
2015-02-28 00:00:00,28.48,51984.0775,4106.49075
2015-02-28 01:00:00,28.04,50845.8325,4071.72325
2015-02-28 02:00:00,27.07,49595.5,4247.623750000001
2015-02-28 03:00:00,28.04,46361.58,4424.00725
2015-02-28 04:00:00,27.3,45530405.0,4583.36725
2015-02-28 05:00:00,27.0,46019.7375,4837444.0
2015-02-28 06:00:00,25.81,49101.3075,5026.8105000000005
2015-02-28 07:00:00,29.73,52680.3725,5428.5475
2015-02-28 08:00:00,38.95,54576.5325,7388.123
2015-02-28 09:00:00,40.02,57420.31,10710.49925
2015-02-28 10:00:00,35.92,59690905.0,14533.039250000002
2015-02-28 11:00:00,29.38,60932.6825,17672.63925
2015-02-28 12:00:00,25.89,60172.2675,19577.62525
2015-02-28 13:00:00,24.87,57855365.0,19930.72575
2015-02-28 14:00:00,24.83,56062.7525,18525.0865
2015-02-28 15:00:00,25.57,55116.6,15539.458750000002
2015-02-28 16:00:00,30.08,54696.3575,12206.48475
2015-02-28 17:00:00,40.05,54994.3025,10211.7025
2015-02-28 18:00:00,44.77,59215.0675,10869.87975
2015-02-28 19:00:00,37.88,58244.0875,12354.7255
2015-02-28 20:00:00,27.01,53953.31,13952.13
2015-02-28 21:00:00,23.87,51266.4475,15545.4075
2015-02-28 22:00:00,22.49,50656.3625,16569.7275
2015-02-28 23:00:00,15.13,50835.0525,17241.86
2015-03-01 00:00:00,11.76,45316.6375,19075872.0
2015-03-01 01:00:00,4.2,43390.76,20647.7905
2015-03-01 02:00:00,-0.05,42502.04,21332.76375
2015-03-01 03:00:00,-0.09,42328.2325,21978155.0
2015-03-01 04:00:00,-2.0,42685.24,22612979.0
2015-03-01 05:00:00,-1.91,42614.4375,23117.47525
2015-03-01 06:00:00,-5.08,42671.7125,23300478.0
2015-03-01 07:00:00,-0.13,46484.8475,23568.7955
2015-03-01 08:00:00,3.91,49269.4725,24055.52375
2015-03-01 09:00:00,9.7,51898.6175,24815475.0
2015-03-01 10:00:00,12.65,53838065.0,25149201.0
2015-03-01 11:00:00,18.39,55699.4,25150.24925
2015-03-01 12:00:00,14.36,54955025.0,25814.6495
2015-03-01 13:00:00,11.15,54107.2525,26062.95375
2015-03-01 14:00:00,10.52,52952.0825,25897.3085
2015-03-01 15:00:00,11.67,51144.9875,24371.45625
2015-03-01 16:00:00,11.6,50661.6275,22034.5045
2015-03-01 17:00:00,15.27,52238.68,19725686.0
2015-03-01 18:00:00,25.69,56443.4025,18579.6935
2015-03-01 19:00:00,25.65,57006.05,17969.0595
2015-03-01 20:00:00,24.8,54586.3575,17824.2875
2015-03-01 21:00:00,15.28,52673305.0,17878125.0
2015-03-01 22:00:00,23.94,52394.7575,17794215.0
2015-03-01 23:00:00,16.64,49412.61,17411.74
2015-03-02 00:00:00,18.0,47549.69,16392.471250000002
2015-03-02 01:00:00,15.38,45852.19,17258.30525
2015-03-02 02:00:00,15.1,45339.78,18505.09
2015-03-02 03:00:00,13.0,45685565.0,19659.03525
2015-03-02 04:00:00,12.0,47193.28,19867.97175
2015-03-02 05:00:00,17.85,51049245.0,20424.5115
2015-03-02 06:00:00,31.49,59605.1925,21530393.0
2015-03-02 07:00:00,38.96,66269.24,22361.9805
2015-03-02 08:00:00,35.99,69075.4175,24183.29475
2015-03-02 09:00:00,30.75,70071.9375,27459.001750000003
2015-03-02 10:00:00,28.46,70106.1425,30807.3885
2015-03-02 11:00:00,27.09,71271.58,32801596.0
2015-03-02 12:00:00,25.89,70709.07,33742.080500000004
2015-03-02 13:00:00,26.1,69708.9525,32942382.0
2015-03-02 14:00:00,25.85,68582.5575,30827.70625
2015-03-02 15:00:00,26.69,67871.8025,27685.67475
2015-03-02 16:00:00,28.5,66568925.0,23869.5785
2015-03-02 17:00:00,38.56,66456.0375,20414.50725
2015-03-02 18:00:00,47.44,69413.8625,18686406.0
2015-03-02 19:00:00,45.92,68982.8625,18591.28825
2015-03-02 20:00:00,29.83,65083.5075,19388455.0
2015-03-02 21:00:00,26.59,61577.22,20241175.0
2015-03-02 22:00:00,24.23,58927655.0,20760965.0
2015-03-02 23:00:00,12.14,53828985.0,21057.5075
2015-03-03 00:00:00,13.76,49624.7625,22136.87675
2015-03-03 01:00:00,9.79,48017.8875,24211.30575
2015-03-03 02:00:00,8.4,47324.2825,24010.66225
2015-03-03 03:00:00,9.48,48117.9275,23375.87875
2015-03-03 04:00:00,13.77,51134.7225,22606.57575
2015-03-03 05:00:00,15.65,54913.38,21655.42625
2015-03-03 06:00:00,27.01,61688.63,20451.39775
2015-03-03 07:00:00,31.92,66723425.0,20421.61
2015-03-03 08:00:00,30.16,68938.82,23675.304750000003
2015-03-03 09:00:00,26.68,69328565.0,28057.598250000003
2015-03-03 10:00:00,24.55,70032.4975,31911.6175
2015-03-03 11:00:00,23.01,71024.1925,34473.3945
2015-03-03 12:00:00,21.9,70420045.0,34844.89425
2015-03-03 13:00:00,24.33,69381.65,32285.96825
2015-03-03 14:00:00,26.08,67231875.0,27593.64975
2015-03-03 15:00:00,29.97,67660125.0,22426.95325
2015-03-03 16:00:00,34.8,66491.0575,17746.51
2015-03-03 17:00:00,44.32,66605945.0,14350.4395
2015-03-03 18:00:00,55.9,69576.2425,13378.26325
2015-03-03 19:00:00,57.69,68323.45,13319.01275
2015-03-03 20:00:00,40.09,64971.96,13118105.0
2015-03-03 21:00:00,30.16,61449.95,13204.3075
2015-03-03 22:00:00,28.72,58735.7425,13158.64
2015-03-03 23:00:00,24.92,53710235.0,12930.1325
2015-03-04 00:00:00,23.31,51230.2125,14717.85825
2015-03-04 01:00:00,16.25,49372.99,16128.56375
2015-03-04 02:00:00,15.37,48356.8075,16162.15975
2015-03-04 03:00:00,15.5,48577.2275,16335.88275
2015-03-04 04:00:00,18.04,49684.8275,16431.72475
2015-03-04 05:00:00,25.52,52355.18,16413.980499999998
2015-03-04 06:00:00,29.64,58793.66,16343957.0
2015-03-04 07:00:00,38.03,64158.41,17021928.0
2015-03-04 08:00:00,34.07,67129.4125,20158.90425
2015-03-04 09:00:00,28.12,68094.01,24484.93525
2015-03-04 10:00:00,25.73,68772.4525,28452392.0
2015-03-04 11:00:00,17.99,70266.51,31314.34725
2015-03-04 12:00:00,15.57,69387.3775,32783.99525
2015-03-04 13:00:00,15.68,66883.37,32517.2545
2015-03-04 14:00:00,21.64,66475.1825,29830.092
2015-03-04 15:00:00,25.79,65468.3825,25682.290500000003
2015-03-04 16:00:00,26.67,64381.8175,21277948.0
2015-03-04 17:00:00,34.93,64591.0275,17500309.0
2015-03-04 18:00:00,47.48,66861.4525,16393.71875
2015-03-04 19:00:00,43.68,67007.66,16376.60675
2015-03-04 20:00:00,31.36,63095.2875,16427.6
2015-03-04 21:00:00,26.62,59838485.0,16343805.0
2015-03-04 22:00:00,26.51,57714815.0,15773.3775
2015-03-04 23:00:00,23.75,53690.26,14890155.0
2015-03-05 00:00:00,25.02,49307.3325,12688.5175
2015-03-05 01:00:00,24.28,47567.8375,10472.96375
2015-03-05 02:00:00,24.02,46287.36,9925.3115
2015-03-05 03:00:00,24.06,46437.9225,9502751.0
2015-03-05 04:00:00,24.49,47613.13,9241.74075
2015-03-05 05:00:00,25.91,51487.98,8820.58675
2015-03-05 06:00:00,33.92,57963475.0,8374.20175
2015-03-05 07:00:00,42.99,62332515.0,8411.957750000001
2015-03-05 08:00:00,42.61,63915235.0,10228.60825
2015-03-05 09:00:00,37.99,64769.9225,13339.8475
2015-03-05 10:00:00,33.07,66306355.0,16438.15075
2015-03-05 11:00:00,30.21,67855.05,19107.57625
2015-03-05 12:00:00,28.69,66296295.0,20537.4255
2015-03-05 13:00:00,28.08,63013755.0,20531.94875
2015-03-05 14:00:00,29.3,62213465.0,18296.52775
2015-03-05 15:00:00,33.91,62683.38,14246.809250000002
2015-03-05 16:00:00,37.92,61864.54,9548.47025
2015-03-05 17:00:00,45.71,62362.7825,5506532.0
2015-03-05 18:00:00,66.24,66013.18,3981.41425
2015-03-05 19:00:00,68.5,66190925.0,3736.74075
2015-03-05 20:00:00,53.99,62431.8625,3744215.0
2015-03-05 21:00:00,41.99,58972845.0,3844.34
2015-03-05 22:00:00,39.44,57309745.0,4010.1275
2015-03-05 23:00:00,30.48,54274.4475,4256.4625
2015-03-06 00:00:00,30.48,50611855.0,4775086.0
2015-03-06 01:00:00,29.52,48296.3725,5414.20775
2015-03-06 02:00:00,27.1,47355995.0,5750.22975
2015-03-06 03:00:00,26.05,48096185.0,6097.75525
2015-03-06 04:00:00,27.47,49538.8075,6381348.0
2015-03-06 05:00:00,32.9,52534235.0,6443.54325
2015-03-06 06:00:00,42.05,59567.12,6397.3405
2015-03-06 07:00:00,50.96,65760.3275,6870.48625
2015-03-06 08:00:00,49.22,67441.0275,8773.80875
2015-03-06 09:00:00,49.08,68053885.0,11365374.0
2015-03-06 10:00:00,48.34,69268.2575,13781.59775
2015-03-06 11:00:00,46.0,69731.4925,15898.494
2015-03-06 12:00:00,39.44,69383.7225,16484.91775
2015-03-06 13:00:00,36.8,67986.2725,15700.2975
2015-03-06 14:00:00,33.72,66553.6925,14036.61
2015-03-06 15:00:00,39.51,65285.95,11615.47425
2015-03-06 16:00:00,41.26,64167.6525,8708.8385
2015-03-06 17:00:00,45.98,64131.63,6097.52325
2015-03-06 18:00:00,59.61,68081.2825,5370.6995
2015-03-06 19:00:00,62.0,68310.9425,5552.78975
2015-03-06 20:00:00,42.98,64247105.0,5869.1025
2015-03-06 21:00:00,34.48,60426.9825,6258.4225
2015-03-06 22:00:00,34.05,58133915.0,6578475.0
2015-03-06 23:00:00,29.66,53735.17,6825445.0
2015-03-07 00:00:00,34.09,49769.24,7040.89075
2015-03-07 01:00:00,29.84,47401.57,7984.07225
2015-03-07 02:00:00,26.02,46079015.0,8478.9915
2015-03-07 03:00:00,24.06,45931.0675,8922.9945
2015-03-07 04:00:00,24.65,46333.26,9267.8305
2015-03-07 05:00:00,25.06,46898965.0,9900.7725
2015-03-07 06:00:00,25.47,48318.1,10539.18125
2015-03-07 07:00:00,27.18,50987.59,12184.827
2015-03-07 08:00:00,28.84,54115.18,16245.43
2015-03-07 09:00:00,26.22,57003.8025,20703.23425
2015-03-07 10:00:00,24.53,58661.87,24692.0325
2015-03-07 11:00:00,24.22,60104.5275,27114.46225
2015-03-07 12:00:00,22.5,59379.16,27702.5635
2015-03-07 13:00:00,22.93,57130305.0,26403.34125
2015-03-07 14:00:00,24.49,55439155.0,23396.03925
2015-03-07 15:00:00,26.11,53987675.0,19173.932500000003
2015-03-07 16:00:00,29.34,53445.6975,14757596.0
2015-03-07 17:00:00,38.04,55073.23,11941978.0
2015-03-07 18:00:00,45.78,58362.9475,11768.4595
2015-03-07 19:00:00,44.44,58019.6075,12409.54725
2015-03-07 20:00:00,34.92,54280.2725,12880.21
2015-03-07 21:00:00,28.27,52517.82,13214.18
2015-03-07 22:00:00,28.08,54198.09,13205.14
2015-03-07 23:00:00,23.19,50776.9975,13043125.0
2015-03-08 00:00:00,17.73,46394.4825,12991.17375
2015-03-08 01:00:00,15.59,44240.4375,12476.68075
2015-03-08 02:00:00,15.92,42983.6525,12317.92225
2015-03-08 03:00:00,15.57,42768.9975,12235.78625
2015-03-08 04:00:00,16.24,43297.0175,12147.73725
2015-03-08 05:00:00,16.9,43809.18,12114.0165
2015-03-08 06:00:00,15.53,44379.8625,11984.12825
2015-03-08 07:00:00,15.58,46223.4075,13132.1425
2015-03-08 08:00:00,15.57,49163.4375,17287682.0
2015-03-08 09:00:00,21.42,51613.18,21550.3575
2015-03-08 10:00:00,20.05,53375.2575,24830.8385
2015-03-08 11:00:00,21.86,55905.3975,26831.905
2015-03-08 12:00:00,20.03,55977.8975,27060.4095
2015-03-08 13:00:00,14.89,54401175.0,25740.2365
2015-03-08 14:00:00,14.87,52671.2775,22487.51375
2015-03-08 15:00:00,12.88,51179.5025,17494356.0
2015-03-08 16:00:00,15.53,50602.2975,11552816.0
2015-03-08 17:00:00,26.02,51999.2975,7201.00225
2015-03-08 18:00:00,36.13,56416.46,6225.980500000001
2015-03-08 19:00:00,44.17,56428.0525,6491.46025
2015-03-08 20:00:00,38.94,54704525.0,6456365.0
2015-03-08 21:00:00,32.29,54355.5725,6146515.0
2015-03-08 22:00:00,39.53,54360805.0,5621145.0
2015-03-08 23:00:00,36.29,51538.2425,4964.2325
2015-03-09 00:00:00,25.96,48212.8775,4787.0395
2015-03-09 01:00:00,26.72,45646895.0,5185.7315
2015-03-09 02:00:00,26.78,46979785.0,4630.36825
2015-03-09 03:00:00,25.68,45372.2525,4099.6142500000005
2015-03-09 04:00:00,26.65,45494.81,3634.1735
2015-03-09 05:00:00,29.95,50176.03,3116.5295
